ogc_fid,time,wkb_geometry,date,hour,minute,second,longitude,latitude
11620,17:10:13.000,POINT (153.42530481653432 -27.957823175123472),2024-01-19,17,10,13.000,153.42530481653432,-27.957823175123472
11621,17:10:15.000,POINT (153.42527130310663 -27.9578150070681),2024-01-19,17,10,15.000,153.42527130310663,-27.9578150070681
11622,17:10:17.000,POINT (153.4252380046547 -27.95780724595583),2024-01-19,17,10,17.000,153.4252380046547,-27.95780724595583
11623,17:10:19.000,POINT (153.42521221082572 -27.957792456818545),2024-01-19,17,10,19.000,153.42521221082572,-27.957792456818545
11624,17:10:21.000,POINT (153.42518608801336 -27.9577783553855),2024-01-19,17,10,21.000,153.42518608801336,-27.9577783553855
11625,17:10:23.000,POINT (153.42516542143215 -27.957775489384172),2024-01-19,17,10,23.000,153.42516542143215,-27.957775489384172
11626,17:10:26.000,POINT (153.4251296147218 -27.957776087462808),2024-01-19,17,10,26.000,153.4251296147218,-27.957776087462808
11627,17:10:28.000,POINT (153.4250985432666 -27.95778080965906),2024-01-19,17,10,28.000,153.4250985432666,-27.95778080965906
11628,17:10:30.000,POINT (153.42507456649966 -27.95777198999032),2024-01-19,17,10,30.000,153.42507456649966,-27.95777198999032
11629,17:10:32.000,POINT (153.4250538143851 -27.957749086141067),2024-01-19,17,10,32.000,153.4250538143851,-27.957749086141067
11630,17:10:33.000,POINT (153.42504338557384 -27.957731915293788),2024-01-19,17,10,33.000,153.42504338557384,-27.957731915293788
11631,17:10:35.000,POINT (153.42502091779764 -27.95771037283234),2024-01-19,17,10,35.000,153.42502091779764,-27.95771037283234
11632,17:10:37.000,POINT (153.42500024948325 -27.957686310702528),2024-01-19,17,10,37.000,153.42500024948325,-27.957686310702528
11633,17:10:39.000,POINT (153.42498384680232 -27.957673461674823),2024-01-19,17,10,39.000,153.42498384680232,-27.957673461674823
11634,17:10:41.000,POINT (153.42497802866876 -27.95764189196187),2024-01-19,17,10,41.000,153.42497802866876,-27.95764189196187
11635,17:10:43.000,POINT (153.4249955747279 -27.957621829818855),2024-01-19,17,10,43.000,153.4249955747279,-27.957621829818855
11636,17:10:44.000,POINT (153.4249985358182 -27.957603010514653),2024-01-19,17,10,44.000,153.4249985358182,-27.957603010514653
11637,17:10:45.000,POINT (153.424986533149 -27.95758480965968),2024-01-19,17,10,45.000,153.424986533149,-27.95758480965968
11638,17:10:47.000,POINT (153.4249968477054 -27.957554871676162),2024-01-19,17,10,47.000,153.4249968477054,-27.957554871676162
11639,17:10:49.000,POINT (153.42501061036174 -27.957525303499207),2024-01-19,17,10,49.000,153.42501061036174,-27.957525303499207
11640,17:10:51.000,POINT (153.4250108155293 -27.957498104945287),2024-01-19,17,10,51.000,153.4250108155293,-27.957498104945287
11641,17:10:53.000,POINT (153.42502729797536 -27.957471716819327),2024-01-19,17,10,53.000,153.42502729797536,-27.957471716819327
11642,17:10:55.000,POINT (153.4250481371126 -27.95746102168456),2024-01-19,17,10,55.000,153.4250481371126,-27.95746102168456
11643,17:10:57.000,POINT (153.42505657239803 -27.95742907846686),2024-01-19,17,10,57.000,153.42505657239803,-27.95742907846686
11644,17:10:59.000,POINT (153.42506247592885 -27.957403823810633),2024-01-19,17,10,59.000,153.42506247592885,-27.957403823810633
11645,17:11:01.000,POINT (153.42507217851835 -27.957377492750716),2024-01-19,17,11,01.000,153.42507217851835,-27.957377492750716
11646,17:11:02.000,POINT (153.4250845682855 -27.957360205421136),2024-01-19,17,11,02.000,153.4250845682855,-27.957360205421136
11647,17:11:04.000,POINT (153.42509061887364 -27.95733060365578),2024-01-19,17,11,04.000,153.42509061887364,-27.95733060365578
11648,17:11:05.000,POINT (153.42509698562375 -27.957309990712346),2024-01-19,17,11,05.000,153.42509698562375,-27.957309990712346
11649,17:11:07.000,POINT (153.42510910958325 -27.95728362323204),2024-01-19,17,11,07.000,153.42510910958325,-27.95728362323204
11650,17:11:09.000,POINT (153.42512208801517 -27.95725431933751),2024-01-19,17,11,09.000,153.42512208801517,-27.95725431933751
11651,17:11:11.000,POINT (153.4251388919156 -27.95722503934424),2024-01-19,17,11,11.000,153.4251388919156,-27.95722503934424
11652,17:11:13.000,POINT (153.4251473305453 -27.957198912659674),2024-01-19,17,11,13.000,153.4251473305453,-27.957198912659674
11653,17:11:15.000,POINT (153.42514626561203 -27.957168225496293),2024-01-19,17,11,15.000,153.42514626561203,-27.957168225496293
11654,17:11:16.000,POINT (153.42515431857856 -27.957147706356533),2024-01-19,17,11,16.000,153.42515431857856,-27.957147706356533
11655,17:11:18.000,POINT (153.4251666378766 -27.957118353424654),2024-01-19,17,11,18.000,153.4251666378766,-27.957118353424654
11656,17:11:20.000,POINT (153.4251597980248 -27.95709063014913),2024-01-19,17,11,20.000,153.4251597980248,-27.95709063014913
11657,17:11:22.000,POINT (153.42514552482857 -27.95707109368619),2024-01-19,17,11,22.000,153.42514552482857,-27.95707109368619
11658,17:11:24.000,POINT (153.42515163145072 -27.95704788645258),2024-01-19,17,11,24.000,153.42515163145072,-27.95704788645258
11659,17:11:27.000,POINT (153.42512536457787 -27.95701990527222),2024-01-19,17,11,27.000,153.42512536457787,-27.95701990527222
11660,17:11:30.000,POINT (153.4251098612717 -27.956998610654736),2024-01-19,17,11,30.000,153.4251098612717,-27.956998610654736
11661,17:11:31.000,POINT (153.42510267124956 -27.956979709202486),2024-01-19,17,11,31.000,153.42510267124956,-27.956979709202486
11662,17:11:33.000,POINT (153.42509851067825 -27.956957081455492),2024-01-19,17,11,33.000,153.42509851067825,-27.956957081455492
11663,17:11:36.000,POINT (153.42507601965903 -27.95693576580794),2024-01-19,17,11,36.000,153.42507601965903,-27.95693576580794
11664,17:11:38.000,POINT (153.42505953316316 -27.95691533097109),2024-01-19,17,11,38.000,153.42505953316316,-27.95691533097109
11665,17:11:39.000,POINT (153.42502933521953 -27.95689623076704),2024-01-19,17,11,39.000,153.42502933521953,-27.95689623076704
11666,17:11:47.000,POINT (153.42503825119883 -27.956874892389806),2024-01-19,17,11,47.000,153.42503825119883,-27.956874892389806
11667,17:11:51.000,POINT (153.42506089946937 -27.956860510097282),2024-01-19,17,11,51.000,153.42506089946937,-27.956860510097282
11668,17:11:55.000,POINT (153.4250708172862 -27.956828760449387),2024-01-19,17,11,55.000,153.4250708172862,-27.956828760449387
11669,17:11:59.000,POINT (153.4250823944211 -27.956808379987994),2024-01-19,17,11,59.000,153.4250823944211,-27.956808379987994
11670,17:12:02.000,POINT (153.42509221765425 -27.9567918001453),2024-01-19,17,12,02.000,153.42509221765425,-27.9567918001453
11671,17:12:08.000,POINT (153.42507027994094 -27.956802539891733),2024-01-19,17,12,08.000,153.42507027994094,-27.956802539891733
11672,17:12:12.000,POINT (153.42505434905462 -27.956789439410123),2024-01-19,17,12,12.000,153.42505434905462,-27.956789439410123
11673,17:12:13.000,POINT (153.42505643543038 -27.956770461852315),2024-01-19,17,12,13.000,153.42505643543038,-27.956770461852315
11674,17:12:15.000,POINT (153.4250689874251 -27.956747440421367),2024-01-19,17,12,15.000,153.4250689874251,-27.956747440421367
11675,17:12:26.000,POINT (153.4250910054468 -27.956738855907506),2024-01-19,17,12,26.000,153.4250910054468,-27.956738855907506
11676,17:12:29.000,POINT (153.42511673265417 -27.956723737724342),2024-01-19,17,12,29.000,153.42511673265417,-27.956723737724342
11677,17:12:31.000,POINT (153.42512717491084 -27.956696309263073),2024-01-19,17,12,31.000,153.42512717491084,-27.956696309263073
11678,17:12:39.000,POINT (153.42513819524797 -27.956671243039775),2024-01-19,17,12,39.000,153.42513819524797,-27.956671243039775
11679,17:12:42.000,POINT (153.42513376379227 -27.956646875978226),2024-01-19,17,12,42.000,153.42513376379227,-27.956646875978226
11680,17:12:44.000,POINT (153.42513771713735 -27.956629169300598),2024-01-19,17,12,44.000,153.42513771713735,-27.956629169300598
11681,17:12:45.000,POINT (153.4251324650761 -27.956611690215713),2024-01-19,17,12,45.000,153.4251324650761,-27.956611690215713
11682,17:12:47.000,POINT (153.42511317237114 -27.956591444729334),2024-01-19,17,12,47.000,153.42511317237114,-27.956591444729334
11683,17:12:49.000,POINT (153.42509048746078 -27.956572338015235),2024-01-19,17,12,49.000,153.42509048746078,-27.956572338015235
11684,17:12:51.000,POINT (153.42507727062673 -27.95654526200841),2024-01-19,17,12,51.000,153.42507727062673,-27.95654526200841
11685,17:12:59.000,POINT (153.42505584046168 -27.956546323107784),2024-01-19,17,12,59.000,153.42505584046168,-27.956546323107784
11686,17:13:10.000,POINT (153.42502903087367 -27.956550075405648),2024-01-19,17,13,10.000,153.42502903087367,-27.956550075405648
11687,17:13:13.000,POINT (153.42501256885507 -27.956561452064687),2024-01-19,17,13,13.000,153.42501256885507,-27.956561452064687
11688,17:13:24.000,POINT (153.42503359871318 -27.956570496510512),2024-01-19,17,13,24.000,153.42503359871318,-27.956570496510512
11689,17:13:25.000,POINT (153.42503969029573 -27.9565881294669),2024-01-19,17,13,25.000,153.42503969029573,-27.9565881294669
11690,17:13:32.000,POINT (153.42503991078266 -27.95656682002827),2024-01-19,17,13,32.000,153.42503991078266,-27.95656682002827
11691,17:13:36.000,POINT (153.42501961716837 -27.956570737690974),2024-01-19,17,13,36.000,153.42501961716837,-27.956570737690974
11692,17:13:38.000,POINT (153.42499853308558 -27.956567093295885),2024-01-19,17,13,38.000,153.42499853308558,-27.956567093295885
11693,17:13:41.000,POINT (153.42499634502767 -27.9565471444355),2024-01-19,17,13,41.000,153.42499634502767,-27.9565471444355
11694,17:13:43.000,POINT (153.4250007812132 -27.95651426601638),2024-01-19,17,13,43.000,153.4250007812132,-27.95651426601638
11695,17:13:45.000,POINT (153.42501377133576 -27.956491647211603),2024-01-19,17,13,45.000,153.42501377133576,-27.956491647211603
11696,17:13:47.000,POINT (153.42501619750288 -27.956462983935154),2024-01-19,17,13,47.000,153.42501619750288,-27.956462983935154
11697,17:13:49.000,POINT (153.4250249594527 -27.956435443047642),2024-01-19,17,13,49.000,153.4250249594527,-27.956435443047642
11698,17:13:51.000,POINT (153.42501581490524 -27.9564032564709),2024-01-19,17,13,51.000,153.42501581490524,-27.9564032564709
11699,17:13:53.000,POINT (153.42501494300197 -27.95637716217574),2024-01-19,17,13,53.000,153.42501494300197,-27.95637716217574
11700,17:13:55.000,POINT (153.42501864139024 -27.95635864240144),2024-01-19,17,13,55.000,153.42501864139024,-27.95635864240144
11701,17:13:58.000,POINT (153.42501882574686 -27.956338080317238),2024-01-19,17,13,58.000,153.42501882574686,-27.956338080317238
11702,17:14:00.000,POINT (153.4250160616822 -27.95631371607759),2024-01-19,17,14,00.000,153.4250160616822,-27.95631371607759
11703,17:14:03.000,POINT (153.42499881483855 -27.956299473751),2024-01-19,17,14,03.000,153.42499881483855,-27.956299473751
11704,17:14:06.000,POINT (153.4249818077478 -27.95628015523262),2024-01-19,17,14,06.000,153.4249818077478,-27.95628015523262
11705,17:14:08.000,POINT (153.4249670689101 -27.956262208352506),2024-01-19,17,14,08.000,153.4249670689101,-27.956262208352506
11706,17:14:10.000,POINT (153.42496126952997 -27.956242109660188),2024-01-19,17,14,10.000,153.42496126952997,-27.956242109660188
11707,17:14:12.000,POINT (153.42494531097424 -27.9562240058103),2024-01-19,17,14,12.000,153.42494531097424,-27.9562240058103
11708,17:14:15.000,POINT (153.42494327468623 -27.956202366914397),2024-01-19,17,14,15.000,153.42494327468623,-27.956202366914397
11709,17:14:17.000,POINT (153.42492924542051 -27.956176438835982),2024-01-19,17,14,17.000,153.42492924542051,-27.956176438835982
11710,17:14:19.000,POINT (153.42491627214932 -27.95615350922385),2024-01-19,17,14,19.000,153.42491627214932,-27.95615350922385
11711,17:14:21.000,POINT (153.42489494616336 -27.95612874215461),2024-01-19,17,14,21.000,153.42489494616336,-27.95612874215461
11712,17:14:24.000,POINT (153.42487175087732 -27.95614284258902),2024-01-19,17,14,24.000,153.42487175087732,-27.95614284258902
11713,17:14:31.000,POINT (153.42485184134907 -27.95611794812639),2024-01-19,17,14,31.000,153.42485184134907,-27.95611794812639
11714,17:14:33.000,POINT (153.42484702346403 -27.95609478817458),2024-01-19,17,14,33.000,153.42484702346403,-27.95609478817458
11715,17:14:36.000,POINT (153.42482874006433 -27.956086672667073),2024-01-19,17,14,36.000,153.42482874006433,-27.956086672667073
11716,17:14:47.000,POINT (153.42485259551 -27.956088893711307),2024-01-19,17,14,47.000,153.42485259551,-27.956088893711307
11717,17:14:51.000,POINT (153.42487273950593 -27.956078241216332),2024-01-19,17,14,51.000,153.42487273950593,-27.956078241216332
11718,17:14:53.000,POINT (153.42486768585735 -27.956055816082817),2024-01-19,17,14,53.000,153.42486768585735,-27.956055816082817
11719,17:14:55.000,POINT (153.42485503711077 -27.95603863312332),2024-01-19,17,14,55.000,153.42485503711077,-27.95603863312332
11720,17:15:00.000,POINT (153.42486618281166 -27.95601620830774),2024-01-19,17,15,00.000,153.42486618281166,-27.95601620830774
11721,17:15:02.000,POINT (153.42488377825347 -27.95600419311527),2024-01-19,17,15,02.000,153.42488377825347,-27.95600419311527
11722,17:15:17.000,POINT (153.42487314018308 -27.956020723858124),2024-01-19,17,15,17.000,153.42487314018308,-27.956020723858124
11723,17:15:21.000,POINT (153.42488551571458 -27.95604438185624),2024-01-19,17,15,21.000,153.42488551571458,-27.95604438185624
11724,17:15:23.000,POINT (153.42489818664862 -27.956065265008633),2024-01-19,17,15,23.000,153.42489818664862,-27.956065265008633
11725,17:15:25.000,POINT (153.42489674163875 -27.95608466626546),2024-01-19,17,15,25.000,153.42489674163875,-27.95608466626546
11726,17:15:28.000,POINT (153.42489128030965 -27.956103112087195),2024-01-19,17,15,28.000,153.42489128030965,-27.956103112087195
11727,17:15:30.000,POINT (153.4248868205657 -27.95612724114236),2024-01-19,17,15,30.000,153.4248868205657,-27.95612724114236
11728,17:15:32.000,POINT (153.42491045607963 -27.95615258164445),2024-01-19,17,15,32.000,153.42491045607963,-27.95615258164445
11729,17:15:35.000,POINT (153.42492434870522 -27.956181954703535),2024-01-19,17,15,35.000,153.42492434870522,-27.956181954703535
11730,17:15:37.000,POINT (153.42492217509238 -27.956204940097194),2024-01-19,17,15,37.000,153.42492217509238,-27.956204940097194
11731,17:15:38.000,POINT (153.42493538842504 -27.956220336956516),2024-01-19,17,15,38.000,153.42493538842504,-27.956220336956516
11732,17:15:41.000,POINT (153.42493783463084 -27.956245727092373),2024-01-19,17,15,41.000,153.42493783463084,-27.956245727092373
11733,17:15:42.000,POINT (153.4249532618711 -27.95626944298207),2024-01-19,17,15,42.000,153.4249532618711,-27.95626944298207
11734,17:15:44.000,POINT (153.42498547297646 -27.956277738589566),2024-01-19,17,15,44.000,153.42498547297646,-27.956277738589566
11735,17:15:47.000,POINT (153.42501037347526 -27.956270756198904),2024-01-19,17,15,47.000,153.42501037347526,-27.956270756198904
11736,17:15:49.000,POINT (153.42502988054892 -27.95626487530616),2024-01-19,17,15,49.000,153.42502988054892,-27.95626487530616
11737,17:15:54.000,POINT (153.42502486550822 -27.956242025860384),2024-01-19,17,15,54.000,153.42502486550822,-27.956242025860384
11738,17:15:56.000,POINT (153.42503613913925 -27.95621524091255),2024-01-19,17,15,56.000,153.42503613913925,-27.95621524091255
11739,17:15:58.000,POINT (153.42504303948127 -27.956195301607043),2024-01-19,17,15,58.000,153.42504303948127,-27.956195301607043
11740,17:16:00.000,POINT (153.4250460028252 -27.95617743487578),2024-01-19,17,16,00.000,153.4250460028252,-27.95617743487578
11741,17:16:02.000,POINT (153.4250462812625 -27.956148514997974),2024-01-19,17,16,02.000,153.4250462812625,-27.956148514997974
11742,17:16:03.000,POINT (153.42505740846798 -27.956131121961104),2024-01-19,17,16,03.000,153.42505740846798,-27.956131121961104
11743,17:16:05.000,POINT (153.4250703281066 -27.95609821725895),2024-01-19,17,16,05.000,153.4250703281066,-27.95609821725895
11744,17:16:08.000,POINT (153.42505358624086 -27.956078048648784),2024-01-19,17,16,08.000,153.42505358624086,-27.956078048648784
11745,17:16:17.000,POINT (153.4250573291553 -27.956060048398992),2024-01-19,17,16,17.000,153.4250573291553,-27.956060048398992
11746,17:16:22.000,POINT (153.42507797824615 -27.956049384595214),2024-01-19,17,16,22.000,153.42507797824615,-27.956049384595214
11747,17:16:26.000,POINT (153.42505952577994 -27.95603191436112),2024-01-19,17,16,26.000,153.42505952577994,-27.95603191436112
11748,17:16:29.000,POINT (153.42505037649101 -27.956009551549585),2024-01-19,17,16,29.000,153.42505037649101,-27.956009551549585
11749,17:16:31.000,POINT (153.42504579636812 -27.955988693602436),2024-01-19,17,16,31.000,153.42504579636812,-27.955988693602436
11750,17:16:33.000,POINT (153.4250425205032 -27.95596550321126),2024-01-19,17,16,33.000,153.4250425205032,-27.95596550321126
11751,17:16:35.000,POINT (153.42505223998535 -27.955942299153673),2024-01-19,17,16,35.000,153.42505223998535,-27.955942299153673
11752,17:16:37.000,POINT (153.42505557049506 -27.9559123898617),2024-01-19,17,16,37.000,153.42505557049506,-27.9559123898617
11753,17:16:39.000,POINT (153.42504678727903 -27.955889399639016),2024-01-19,17,16,39.000,153.42504678727903,-27.955889399639016
11754,17:16:41.000,POINT (153.4250546022147 -27.955865279684588),2024-01-19,17,16,41.000,153.4250546022147,-27.955865279684588
11755,17:16:43.000,POINT (153.4250567788178 -27.95583760800232),2024-01-19,17,16,43.000,153.4250567788178,-27.95583760800232
11756,17:16:45.000,POINT (153.4250590585985 -27.95581112740405),2024-01-19,17,16,45.000,153.4250590585985,-27.95581112740405
11757,17:16:47.000,POINT (153.4250613509706 -27.955788005648234),2024-01-19,17,16,47.000,153.4250613509706,-27.955788005648234
11758,17:16:48.000,POINT (153.42506616451703 -27.95576826835182),2024-01-19,17,16,48.000,153.42506616451703,-27.95576826835182
11759,17:16:50.000,POINT (153.42508523233434 -27.95574603948155),2024-01-19,17,16,50.000,153.42508523233434,-27.95574603948155
11760,17:16:52.000,POINT (153.4251189678093 -27.95573068941647),2024-01-19,17,16,52.000,153.4251189678093,-27.95573068941647
11761,17:16:53.000,POINT (153.42513971728428 -27.955726080045437),2024-01-19,17,16,53.000,153.42513971728428,-27.955726080045437
11762,17:16:54.000,POINT (153.42515976567407 -27.955719033005362),2024-01-19,17,16,54.000,153.42515976567407,-27.955719033005362
11763,17:16:56.000,POINT (153.42519500100698 -27.955714773356544),2024-01-19,17,16,56.000,153.42519500100698,-27.955714773356544
11764,17:16:58.000,POINT (153.42522760539273 -27.955706999546553),2024-01-19,17,16,58.000,153.42522760539273,-27.955706999546553
11765,17:17:00.000,POINT (153.42525958506613 -27.95571280975408),2024-01-19,17,17,00.000,153.42525958506613,-27.95571280975408
11766,17:17:02.000,POINT (153.42529225480388 -27.95570973274798),2024-01-19,17,17,02.000,153.42529225480388,-27.95570973274798
11767,17:17:04.000,POINT (153.42531735301773 -27.955693696389126),2024-01-19,17,17,04.000,153.42531735301773,-27.955693696389126
11768,17:17:06.000,POINT (153.42531453408455 -27.955670024810097),2024-01-19,17,17,06.000,153.42531453408455,-27.955670024810097
11769,17:17:11.000,POINT (153.42532348000805 -27.955650493369863),2024-01-19,17,17,11.000,153.42532348000805,-27.955650493369863
11770,17:17:15.000,POINT (153.42530216897657 -27.955656725214105),2024-01-19,17,17,15.000,153.42530216897657,-27.955656725214105
11771,17:17:19.000,POINT (153.42530225053815 -27.95567579933317),2024-01-19,17,17,19.000,153.42530225053815,-27.95567579933317
11772,17:17:26.000,POINT (153.42531140144308 -27.955659470975803),2024-01-19,17,17,26.000,153.42531140144308,-27.955659470975803
11773,17:17:36.000,POINT (153.4253167797577 -27.95567871346865),2024-01-19,17,17,36.000,153.4253167797577,-27.95567871346865
11774,17:17:49.000,POINT (153.4253275687215 -27.95569476526937),2024-01-19,17,17,49.000,153.4253275687215,-27.95569476526937
11775,17:18:04.000,POINT (153.4253098624539 -27.95567655891577),2024-01-19,17,18,04.000,153.4253098624539,-27.95567655891577
11776,17:18:10.000,POINT (153.42530244983655 -27.95565565753171),2024-01-19,17,18,10.000,153.42530244983655,-27.95565565753171
11777,17:18:27.000,POINT (153.42531926069762 -27.955645511849195),2024-01-19,17,18,27.000,153.42531926069762,-27.955645511849195
11778,17:18:35.000,POINT (153.4252962720804 -27.955651455584697),2024-01-19,17,18,35.000,153.4252962720804,-27.955651455584697
11779,17:18:38.000,POINT (153.42532006795417 -27.955679180232607),2024-01-19,17,18,38.000,153.42532006795417,-27.955679180232607
11780,17:18:41.000,POINT (153.42534235969768 -27.955702273836096),2024-01-19,17,18,41.000,153.42534235969768,-27.955702273836096
11781,17:18:43.000,POINT (153.42537346134455 -27.955711496843918),2024-01-19,17,18,43.000,153.42537346134455,-27.955711496843918
11782,17:18:45.000,POINT (153.42541463017116 -27.955717413202166),2024-01-19,17,18,45.000,153.42541463017116,-27.955717413202166
11783,17:18:47.000,POINT (153.42543813898982 -27.955729045289686),2024-01-19,17,18,47.000,153.42543813898982,-27.955729045289686
11784,17:18:48.000,POINT (153.42546208723394 -27.95573396510874),2024-01-19,17,18,48.000,153.42546208723394,-27.95573396510874
11785,17:18:49.000,POINT (153.4254808248192 -27.955742956797284),2024-01-19,17,18,49.000,153.4254808248192,-27.955742956797284
11786,17:18:51.000,POINT (153.425505272361 -27.955755628991355),2024-01-19,17,18,51.000,153.425505272361,-27.955755628991355
11787,17:18:53.000,POINT (153.42553812917544 -27.955768713575704),2024-01-19,17,18,53.000,153.42553812917544,-27.955768713575704
11788,17:18:55.000,POINT (153.4255470363298 -27.955786382913036),2024-01-19,17,18,55.000,153.4255470363298,-27.955786382913036
11789,17:18:57.000,POINT (153.4255516624894 -27.95581774712438),2024-01-19,17,18,57.000,153.4255516624894,-27.95581774712438
11790,17:18:59.000,POINT (153.42556214382813 -27.955842082414847),2024-01-19,17,18,59.000,153.42556214382813,-27.955842082414847
11791,17:19:01.000,POINT (153.42558327951278 -27.955865281844797),2024-01-19,17,19,01.000,153.42558327951278,-27.955865281844797
11792,17:19:03.000,POINT (153.4255983349629 -27.955880299139523),2024-01-19,17,19,03.000,153.4255983349629,-27.955880299139523
11793,17:19:05.000,POINT (153.42560732265764 -27.955908014288095),2024-01-19,17,19,05.000,153.42560732265764,-27.955908014288095
11794,17:19:06.000,POINT (153.4256081502231 -27.955927020572645),2024-01-19,17,19,06.000,153.4256081502231,-27.955927020572645
11795,17:19:08.000,POINT (153.42560558223602 -27.955957663985327),2024-01-19,17,19,08.000,153.42560558223602,-27.955957663985327
11796,17:19:10.000,POINT (153.42559809137148 -27.955981478587816),2024-01-19,17,19,10.000,153.42559809137148,-27.955981478587816
11797,17:19:12.000,POINT (153.4255924632939 -27.95600765816169),2024-01-19,17,19,12.000,153.4255924632939,-27.95600765816169
11798,17:19:14.000,POINT (153.4255864767111 -27.9560369397538),2024-01-19,17,19,14.000,153.4255864767111,-27.9560369397538
11799,17:19:15.000,POINT (153.42557917632982 -27.95605432530907),2024-01-19,17,19,15.000,153.42557917632982,-27.95605432530907
11800,17:19:17.000,POINT (153.42557658638796 -27.956084711488728),2024-01-19,17,19,17.000,153.42557658638796,-27.956084711488728
11801,17:19:19.000,POINT (153.4255823193422 -27.956109496282608),2024-01-19,17,19,19.000,153.4255823193422,-27.956109496282608
11802,17:19:21.000,POINT (153.42557871324982 -27.956128928524294),2024-01-19,17,19,21.000,153.42557871324982,-27.956128928524294
11803,17:19:23.000,POINT (153.42557416978963 -27.95615364140729),2024-01-19,17,19,23.000,153.42557416978963,-27.95615364140729
11804,17:19:25.000,POINT (153.42557380383303 -27.95618026838921),2024-01-19,17,19,25.000,153.42557380383303,-27.95618026838921
11805,17:19:27.000,POINT (153.42556674023933 -27.95621108174387),2024-01-19,17,19,27.000,153.42556674023933,-27.95621108174387
11806,17:19:29.000,POINT (153.42555292904638 -27.956239157448554),2024-01-19,17,19,29.000,153.42555292904638,-27.956239157448554
11807,17:19:30.000,POINT (153.42554653253939 -27.95625645439357),2024-01-19,17,19,30.000,153.42554653253939,-27.95625645439357
11808,17:19:32.000,POINT (153.42553842327086 -27.956289400629387),2024-01-19,17,19,32.000,153.42553842327086,-27.956289400629387
11809,17:19:33.000,POINT (153.4255361437421 -27.956309729681845),2024-01-19,17,19,33.000,153.4255361437421,-27.956309729681845
11810,17:19:35.000,POINT (153.4255297069799 -27.95633800407567),2024-01-19,17,19,35.000,153.4255297069799,-27.95633800407567
11811,17:19:37.000,POINT (153.42553209144052 -27.956371766087365),2024-01-19,17,19,37.000,153.42553209144052,-27.956371766087365
11812,17:19:39.000,POINT (153.4255276687581 -27.95639079028088),2024-01-19,17,19,39.000,153.4255276687581,-27.95639079028088
11813,17:19:41.000,POINT (153.42551920447465 -27.9564093775931),2024-01-19,17,19,41.000,153.42551920447465,-27.9564093775931
11814,17:19:43.000,POINT (153.42550190340918 -27.95641972041458),2024-01-19,17,19,43.000,153.42550190340918,-27.95641972041458
11815,17:19:47.000,POINT (153.42551995808674 -27.956434747470016),2024-01-19,17,19,47.000,153.42551995808674,-27.956434747470016
11816,17:19:50.000,POINT (153.4255361353554 -27.956445898388015),2024-01-19,17,19,50.000,153.4255361353554,-27.956445898388015
11817,17:19:52.000,POINT (153.4255592037029 -27.95646078497358),2024-01-19,17,19,52.000,153.4255592037029,-27.95646078497358
11818,17:19:54.000,POINT (153.42558256600856 -27.956472809010126),2024-01-19,17,19,54.000,153.42558256600856,-27.956472809010126
11819,17:19:55.000,POINT (153.42560600085088 -27.956479138978178),2024-01-19,17,19,55.000,153.42560600085088,-27.956479138978178
11820,17:19:56.000,POINT (153.42563007086153 -27.956481448288244),2024-01-19,17,19,56.000,153.42563007086153,-27.956481448288244
11821,17:19:57.000,POINT (153.4256509846103 -27.956476810824185),2024-01-19,17,19,57.000,153.4256509846103,-27.956476810824185
11822,17:19:58.000,POINT (153.42566472475525 -27.956459918300208),2024-01-19,17,19,58.000,153.42566472475525,-27.956459918300208
11823,17:20:00.000,POINT (153.42568273104402 -27.956430720395822),2024-01-19,17,20,00.000,153.42568273104402,-27.956430720395822
